"ID"	"EUPHEMISM"	"MEANING_IN_CHINESE"	"FIGURATIVE_TYPE"	"EXAMPLE"
"BP-1387"	"性服务购买者"	"嫖客"	"Metonymy"	"受访者提到的年龄最小和最大的顾客)的男性都看作是可能的、潜在的性服务购买者。[http://html.rhhz.net/society/html/2005-05-09.htm]"
"BP-1388"	"性服务业"	"卖淫"	"Metonymy"	"泰国妇女中有近3%的人涉足性服务业。[http://k.fjxs.net/208/208570/23398034_3.html]"
"BP-1389"	"性工作者"	"卖淫"	"Metonymy"	"少数民族性工作者逐渐认识到职业化程度高意味着更多的优势。(CCL)"
"BP-1390"	"寻芳"	"嫖妓"	"Metaphor"	"他是……一个很严厉的审判官，一个一个贯寻芳猎艳的登徒子。(Zhu 2018, p. 251)"
"BP-1391"	"寻芳客"	"嫖客"	"Metaphor"	"所谓“路边寻芳客”，是指那些驾驶汽车沿马路旁慢驶以寻找妓女的嫖客。[https://www.china-week.com/html/137.htm]"
"BP-1392"	"寻花问柳"	" 指狎妓；嫖娼"	"Metaphor"	"他有妻子八人，却还不满足，经常在外寻花问柳。(CCL)"
"BP-1393"	"鸭"	"妓男"	"Metaphor"	"再说,你怎么知道他是个鸭呢？ [http://www.ffxs8.com/dsyq/5709/index/152.html]"
"BP-1394"	"烟花"	"妓女"	"Metaphor"	"《人民文学》1981年第2期：“快去皇城坝茶馆泡碗茶，专门听烟花小妹唱段清音！”"
"BP-1395"	"胭花"	"妓女"	"Metaphor"	"《初刻拍案惊奇》卷二： “吴大郎上下一看，只见不施脂粉，淡雅梳妆，自然内家气象，与那臙花队里的迥别。”"
"BP-1396"	"烟花场"	"歌妓汇集的地方"	"Metaphor"	"清 · 王晫 《今世说：文学》： “安静不读书，如浪子入烟花场中，不知流荡何所。”"
"BP-1397"	"烟花柳巷"	"歌妓汇集的地方"	"Metaphor"	"他不是与烟花柳巷有瓜葛的第一个人。(Zhu 2018, p. 254)"
"BP-1398"	"烟花女"	"妓女"	"Metaphor"	"往她那儿看——她的双颊和嘴唇都涂了脂粉口红——一望可知，就是烟花女的标志。(Zhu 2018, p. 254)"
"BP-1399"	"烟花市"	"妓院"	"Metaphor"	"《二刻拍案惊奇》卷四十： “舞裙歌扇烟花市，便珠宫蕊殿，有甚参差？”"
"BP-1400"	"烟花巷"	"歌妓汇集的地方"	"Metaphor"	"她在万般无奈之际又误陷烟花巷内，沉入风尘之中备受折磨。(Zhu 2018, p. 255)"
"BP-1401"	"烟月"	"妓女"	"Metaphor"	"元 · 无名氏《陈州粜米》第三折： “本是个显要龙图职，作伴著烟月鬼狐缠，可不先犯了个风流罪，落的价葫芦提罢俸钱。”"
"BP-1402"	"烟月作坊"	"妓院"	"Metaphor"	"宋 · 陶穀 《清异录：蜂窠》： “四方指南海为烟月作坊，以言风俗尚淫故也。”"
"BP-1403"	"幺二"	"妓女"	"Metaphor"	"因为“八大胡同”的“清吟小班”，犹如上海的“长三”，而“茶室”则相当于“幺二”，前者号称“卖嘴不卖身”，非花钱花到相当程度，不能为入幕之宾；后者则比较干脆，哪怕第一次“开盘子”。(Zhu 2018, p. 258)"
"BP-1404"	"窑姐"	"妓女"	"Metaphor"	"徐承宗把妹子卖啦，当了窑姐儿。(Zhu 2018, p. 259)"
"BP-1405"	"窑子"	"妓院"	"Metaphor"	"《老残游记》第二回： “这几年来好顽耍的谁不学他们的调儿呢？就是窑子里的姑娘也人人都学。”"
"BP-1406"	"夜度娘"	"妓女"	"Metonymy"	"清 · 蒲松龄 《聊斋志异：江城》： “渠虽不贞，亦未便作夜度娘，成否固未必也。”"
"BP-1407"	"野鸡"	"妓女"	"Metaphor"	"欧阳予倩《车夫之家》： “你为甚么不叫你的女儿去当野鸡？你们都是班强盗，吃人的鬼！” "
"BP-1408"	"冶游"	"嫖妓"	"Metaphor"	"当巴黎从噩梦中醒来的时候，卖笑的女人，穷家妇，劳动妇女，冶游的人，种种色色的人都以不同的方式开始了新的一天。(Zhu 2018, p. 259)"
"BP-1409"	"倚翠偎红"	"与女性昵爱，发生性关系;喻指玩弄妓女"	"Metonymy"	"元 · 荆干臣《醉花阴：鸳鸯浦莲开并蒂长套：神仗儿曲》: “偎红倚翠，浅斟低唱，歌金镂韵悠扬，依腔调按宫商。”"
"BP-1410"	"一楼一凤"	"妓女"	"Metaphor"	"楼凤一般都有自己的住房，而且有很多就是本地人，走上这条道路的原因也是各种各样。(Zeng 2008, p. 93)"
"BP-1411"	"倚门妇"	"妓女"	"Metonymy"	"设计娶了他的妻子就可以了，又视她为倚门妇，玷污张家的名声，这实在是太过分了。(Zhu 2018, p. 263)"
"BP-1412"	"倚门卖笑"	"以出卖姿色或身体为生"	"Metonymy"	"圆圆依附上将军吴三桂后，回想当年倚门卖笑，挟瑟勾栏时，怎能想到有今日。(Zhu 2018, p. 263)"
"BP-1413"	"莺燕"	"歌姬、舞女或妓女"	"Metaphor"	"如今满眼莺燕，圣上尽自任意乐去，只恐要乐不思蜀了。(Zhu 2018, p. 268)"
"BP-1414"	"应召女郎"	"妓女"	"Metonymy"	"美女科学家为读博士当应召女郎。[https://m.sohu.com/n/268269815/]"
"BP-1415"	"游女"	"妓女"	"Metonymy"	"苏曼殊 《碎簪记》：“自由之女、爱国之士，曾游女、市侩之不若。”"
"BP-1416"	"玉楼"	"妓院"	"Metonymy"	"唐 · 白居易《听崔七妓人筝》诗： “花脸云鬓坐玉楼，十三弦里一时愁。”"
"BP-1417"	"援交"	"一种不正当的性交易模式。通常由需要金钱的少女，以性为条件，向中老年男子寻求援助"	"Borrowing"	"这个17岁的高中女生有着双重身份：父母眼中的“乖乖女”，陌生男人怀里的“援交妹”。[https://lxty528.com/simple/?t48803.html]"
"BP-1418"	"乐妇"	"娼妓"	"Metonymy"	"《警世通言：卷十五：金令史美婢酬秀童》： “船户王溜儿、乐妇刘丑姐，原不知情，且赃物未见破散，暂时讨保在外。”"
"BP-1419"	"乐户"	"妓院"	"Metonymy"	"在乐户中长大的女孩子，十五岁就已经是个发育得很好的女人了。(CCL)"
"BP-1420"	"月局"	"妓院"	"Metonymy"	"元 · 无名氏 《谢金吾》第三折：“王枢密云：‘国姑！良吏不管月局，贵人不踏嶮地，这个所在便不来也罢。’”"
"BP-1421"	"云雨乡"	"妓院"	"Metaphor"	"这里的“云雨乡”“风月所”“烟花阵”，便都带了“颜色”。(Zhu 2018, pp. 275-276)"
"BP-1422"	"站街女"	"妓女"	"Metonymy"	"深圳的警方冒着被车撞死等生命危险，抓了一千多站街女和嫖客。(CCL)"
"BP-1423"	"章台"	"妓院"	"Metonymy"	"明 · 无名氏 《霞笺记：中丞训子》： “章臺试把垂杨折，往事堪悲心欲裂。”"
"BP-1424"	"招待所"	"妓院"	"Metonymy"	"在大陸入住招待所要小心，不然隨時被賣淫女強闖入房逼嫖娼！[https://www.chinatimes.com/hottopic/20161012003351-260803?chdtv]"
"BP-1425"	"姊妹人家"	"妓院"	"Metonymy"	"清 · 吴趼人《近世社会齷齪史》： “入得门时，谁知月梅不在家，说是到姊妹人家吃喜酒去了。”"
"BP-1426"	"钻狗洞"	"宿娼；偷情"	"Metaphor"	"《儒林外史》第二十一回： “恐怕这厮知识开了，在外没脊骨钻狗洞，淘渌坏了身子。”"
"BE-1427"	"粑粑"	"粪便"	"Metaphor"	"家有宝贝爸爸我要拉粑粑。[https://m.sohu.com/n/454116808/]"
"BE-1428"	"办公"	"人大小便"	"Metonymy"	"墙上怎么有窟窿呀！天，谁这么缺德？让人怎么‘办公’呀？(Zhang 1996, p. 63)"
"BE-1429"	"鼻龙"	"鼻涕"	"Metaphor"	"马识途 《夜谭十记·亲仇记》：“说到文化，只有 孙大老爷 和他家那个流清鼻龙的小少爷才有资格享受。”"
"BE-1430"	"便壶"	"尿壶"	"Metonymy"	"给我便壶，我要方便了。(CCL)"
"BE-1431"	"便利"	"大小便"	"Metonymy"	"《汉书：韦玄成传》：“玄成深知其非贤雅意，即阳为病狂，卧便利，妄笑语昏乱。”"
"BE-1432"	"便盆"	"尿壶"	"Metonymy"	"我要便盆，那些看护说，等一等，大夫就来，等大夫查过病去再说。(CCL)"
"BE-1433"	"便器"	"尿壶"	"Metonymy"	"去哪儿购买蹲式便器？[https://www.taobao.com/list/product/蹲式便器.htm]"
"BE-1434"	"便所"	"厕所"	"Metonymy"	"我对他们说，我要上便所。(CCL)"
"BE-1435"	"便桶"	"尿壶"	"Metonymy"	"有一个人因为经常在便桶上看书，所以考举十多次都没有考上。(CCL)"
"BE-1436"	"便旋"	"小便"	"Metonymy"	"宋 · 洪迈《夷坚乙志：卷一：庄君平》： “一夕寒甚，叟起，将便旋，为捧溺器以进。”"
"BE-1437"	"补妆"	"上厕所"	"Metonymy"	"女孩子经常说我去补一下妆，当然是去厕所补妆的咯。 [https://www.zhihu.com/question/415805335]"
"BE-1438"	"鼻牛"	"鼻腔里乾结的鼻涕"	"Metaphor"	"老舍《赵子曰》：“挖了挖鼻孔，掏出小蛤螺似的一个鼻牛。”"
"BE-1439"	"出恭"	"指排泄大小便"	"Metonymy"	"《文明小史》第三五回： “毓生急急的要去出恭，托悔生暂时照应店面。”"
"BE-1440"	"出去"	"上厕所"	"Metonymy"	"我要出去一下。[https://www.meme-arsenal.com/en/create/meme/2317033]"
"BE-1441"	"出虚恭"	"放屁"	"Metonymy"	"而出虚恭的意思应该就是假装上了个厕所，通俗的来讲就是放了个屁。[https://www.dg-ylwl.com/toutiao/282071.html]"
"BE-1442"	"粗纸"	"解手时所用的纸"	"Metonymy"	"素娥忙把衣服揩垫，抢了一把粗纸，替又李揩抹屁股。(Zhu 2018, p. 45)"
"BE-1443"	"大秽"	"屎"	"Metonymy"	"《儿女英雄传：第三十五回》： “公子一一答应，又笑道：‘都好将就，就只水喝不得，没地方见大秽。’ 太太道：‘那可怎么好呢？’ 亲家太太又问：‘难道连个粪缸也没有？’ ”"
"BE-1444"	"大解"	"排泄大便"	"Metonymy"	"到了路旁的羊圈，在那里有洞，扫罗进去大解。(CCL)"
"BE-1445"	"大溲"	"大便"	"Metonymy"	"《史记: 扁鹊仓公列传》: ""臣意饮以火齐汤，一饮得前溲，再饮大溲，三饮而疾愈。"""
"BE-1446"	"登厕"	"上厕所"	"Metonymy"	"《初刻拍案惊奇》卷二十一： “主人托俺将着银子到京中做事，昨日偶因登厕，寻个竹钉，挂在壁上。”"
"BE-1447"	"登东"	"上厕所"	"Metonymy"	"《喻世明言：卷九：裴晋公义还原配》：“也是唐璧命不该纪，正在船头上登东，看见声势不好，急忙跳水，上岸逃命。”"
"BE-1448"	"登坑"	"上厕所"	"Metonymy"	"郭沫若 《屈原》第五幕第一场：“卫士甲：是，就是打算要登登坑。”"
"BE-1449"	"东净"	"厕所"	"Metonymy"	"《金瓶梅》第二十三回： “正开房门，只见平安从东净出来。”"
"BE-1450"	"东圊"	"厕所"	"Metonymy"	"《西游记》第六七回：“但刮西风，有一股秽气，就是淘东圊也不似这般恶臭。”"
"BE-1451"	"东司"	"厕所"	"Metonymy"	"《喻世明言：卷十五：史弘肇龙虎君臣会》： “定睛再看时，却是史大汉跧蹲在东司边。”"
"BE-1452"	"方便"	"指排泄大小便"	"Metonymy"	"那我去方便一下。(CCL)"
"BE-1453"	"芳津"	"唾液"	"Metonymy"	"唐 · 韩偓 《无题》诗：“柳虚禳沴气，梅实引芳津。”"
"BE-1454"	"放气"	"放屁"	"Metonymy"	"老舍 《骆驼祥子》十： “这个天，把屁眼都他妈的冻裂了，一劲的放气！”"
"BE-1455"	"粉汗"	"女子的汗水"	"Metonymy"	" 沉复 《浮生六记：闺房记乐》： “余至其后，芸犹粉汗盈盈，倚女而出神焉。”"
"BE-1456"	"粉泪"	"女子的眼泪"	"Metonymy"	"《京本通俗小说：志诚张主管》： “粉泪频飘，为忆当年富贵。”"
"BE-1457"	"伏虎"	"便器"	"Metaphor"	"晋 · 干宝 《搜神记》卷十七： “道士便盛击鼓，召请诸神。魅乃取伏虎，于神座上吹作角声音。”"
"BE-1458"	"告便"	"向人表示自己将要离开一会儿，多指上厕所"	"Metonymy"	"王文奇 《新房子》： “当时跟客人告便，跑到盥洗室。”"
"BE-1459"	"更衣"	"指排泄大小便"	"Metonymy"	"正谈话间，老汤忽托词更衣，一去不返！(Zhu 2018, p. 87)"
"BE-1460"	"恭桶"	"马桶"	"Metonymy"	"他称威尔逊为“黑暗的亵渎者”，整天坐在	恭桶上读那些过去有关他所写书籍的评论文章，以提高自己的信心。(CCL)"
"BE-1461"	"盥洗室"	"洗脸、洗手的房间；今亦称厕所为「盥洗室」"	"Metonymy"	"第二天清早，我们在电机系学生盥洗室里见了面。(CCL)"
"BE-1462"	"红 II"	"血"	"Metonymy"	"吐红。(Zhu 2018, p. 102)"
"BE-1463"	"红冰 I"	"泪水"	"Metonymy"	"郁达夫 《自述诗》之十六：“昨夜梦中逢母别，可怜枕上有红冰。”"
"BE-1464"	"红冰 II"	"血汗"	"Metonymy"	"明 · 洪瀛 《乌夜啼》诗：“迭迭银鞍横向刃，层层铁鎧裹红冰。”"
"BE-1465"	"红汗"	"妇女的汗水"	"Metonymy"	"唐 · 李端 《胡腾儿》诗：“扬眉动目踏花毡，红汗交流珠帽偏。”"
"BE-1466"	"红泪"	"美人之泪"	"Metaphor"	"唐 · 李郢《为妻作生日寄意》诗：“应恨客程归未得，绿窗红泪冷涓涓。”"
"BE-1467"	"虎子"	"便壶"	"Metaphor"	"《喻世明言：卷二十二：木绵庵郑虎臣报冤》： “觉腹中痛极，讨个虎子坐下，看看命绝。”"
"BE-1468"	"画地图"	"尿床"	"Metaphor"	"在床上画地图。(Zhang 1996, p. 65)"
"BE-1469"	"黄金"	"粪便"	"Metaphor"	"不可让宠物随地便溺，以免黄金遍地，有碍市容观瞻。(GC 2015)"
"BE-1470"	"秽器"	"便桶"	"Metonymy"	"《南齐书：焦度传》：“度亲力战，攸之众军蒙楯将登，度令投以秽器，贼众不能冒，至今呼此楼为‘焦度楼’。” "
"BE-1471"	"溷藩"	"厕所"	"Metonymy"	"清 · 沉起凤 《谐铎：蜣螂城》： “生失足堕溷藩，撑扶起立，懊闷欲死。”"
"BE-1472"	"溷轩"	"厕所"	"Metonymy"	"宋 · 孙光宪《北梦琐言》卷十： “马上内逼，急诣一空宅，径登溷轩。”"
"BE-1473"	"溷汁"	"粪尿等污水"	"Metonymy"	"唐 · 李匡乂 《资暇集》卷下： “北齐文宣帝怒其魏郡丞崔叔宝，以溷汁沃头。”"
"BE-1474"	"洁具"	"在卫生间、厨房应用的陶瓷及五金家居设备,包括坐便器"	"Metonymy"	"卫浴洁具。(Zhu 2018, p. 121)"
"BE-1475"	"解溲"	"大小便"	"Metonymy"	"田野 《火烧岛》： “天亮了，像已经过去的千百个早晨一样：起床号、穿衣、迭被、解溲、洗脸……然后，坐下来等着开饭。”"
"BE-1476"	"解手"	"指排泄大小便"	"Metonymy"	"爷爷，我去	解个手，你陪吴团长聊聊天吧。(CCL)"
"BE-1477"	"金汁"	"粪便"	"Metaphor"	"《水浒传》第六十三回： “准备檑木炮石，踏弩硬弓，灰瓶金汁，晓夜堤备。”"
"BE-1478"	"净手"	"指排泄大小便"	"Metonymy"	"《金瓶梅》第一○回： “只见他家使的一个大胖ㄚ头走来毛厕净手。”"
"BE-1479"	"净桶"	"马桶"	"Metonymy"	"《西游记》第十八回：“行者跳起來，坐在净桶上。”"
"BE-1480"	"口泽"	"唾液"	"Metonymy"	"《礼记：玉藻》： “母没而杯圈不能饮焉，口泽之气存焉尔。”"
"BE-1481"	"马子"	"便壶"	"Graphic Modification"	"明 · 汤显祖《还魂记》第二十出： “鸡眼睛不用你做嘴儿挑，马子儿不用你随鼻儿倒。”"
"BE-1482"	"茅厕"	"厕所"	"Metonymy"	"《醒世姻缘传》第三十四回： “装了解手，摘了出恭牌，走到茅厕里边，把茅厕门里边闩了。”"
"BE-1483"	"茅房"	"厕所"	"Metonymy"	"张天翼 《儿女们》：“他们还把人家的祖宗牌位扔到茅房里。” "
"BE-1484"	"茅坑"	"厕所"	"Metonymy"	"厕所已经从当初的茅坑	逐渐变成了卫生间、洗手间、更衣室、化妆室。(CCL)"
"BE-1485"	"茅楼"	"厕所"	"Metonymy"	"往年斗争韩老六，我躲进茅楼，这事不体面。(Zhang 1996, p. 68)"
"BE-1486"	"茅司"	"厕所"	"Metonymy"	"清 · 翟灏 《通俗编：居处》：“《传灯録》： 赵州諗谓文远曰：东司上不可与説佛法。朱暉《絶倒録》载宋人《拟老饕赋》有‘寻东司而上茅’句。按：俚言毛司。据此，当为茅司也。”"
"BE-1487"	"米田共"	"粪便"	"Graphic Modification"	"也有的“文人雅士”，想把“粪”的不雅一笔带去，就称此为“米田共”。 [https://zhidao.baidu.com/question/1950087873667781108]"
"BE-1488"	"内逼"	"急欲上厕所"	"Metonymy"	"明 · 陆灼《艾子后语：病忘》：“未一舍，内逼，下马而便焉。”"
"BE-1489"	"内急"	"急欲上厕所"	"Metonymy"	"人走在街上感到内急，就不得不上公共厕所。(Zhu 2018, p. 156)"
"BE-1490"	"内迫"	"急欲上厕所"	"Metonymy"	"《晋书：阮孚传》： “﹝温嶠﹞过孚，要与同行。升车……固求下车，嶠不许。垂至臺门，告嶠内迫，求暂下，便徒步还家。”"
"BE-1491"	"溺器"	"便壶"	"Borrowing"	"《新唐书：卷二○二：文艺传中：李适传》： “易之所赋诸篇，尽之问、朝隐所为易之奉溺器。”"
"BE-1492"	"起居"	"大便"	"Metonymy"	"汉 · 赵晔 《吴越春秋：夫差内传》： “吴王曰：‘何谓粪种？’左右曰：‘盛夏之时，人食生瓜，起居道傍，子復生。’”"
"BE-1493"	"起夜"	"夜间起来小便"	"Metonymy"	"去年冬天她为了不感冒，只好穿着棉衣棉裤、戴着棉帽子睡觉，起夜也方便。(Zhu 2018, p. 166)"
"BE-1494"	"去洗手间"	"指排泄大小便"	"Metonymy"	"不好意思，我去去洗手间。[https://www.adxs.top/chapter/20636/10566469.html]"
"BE-1495"	"如厕"	"上厕所"	"Metonymy"	"大肠排毒时间养成一觉醒来就如厕的好习惯。(CCL)"
"BE-1496"	"起旋"	"小便"	"Metonymy"	"韩愈的《张中丞传后序》：“巡起旋，其众见巡起，或起或泣”"
"BE-1497"	"上大号"	"指排泄大便"	"Metonymy"	"小朋友们，好好听着，想要上小号的话，比一根手指头，如果是要上大号，那就得比两根手指头，知道吗？ (GC 2015)"
"BE-1498"	"上小号"	"指排泄小便"	"Metonymy"	"请等一会儿，我去上个小号。(GC 2015)"
"BE-1499"	"生津"	"出汗"	"Metonymy"	"《中国民间故事选：两头驴的东西》：“皇上见 阿凡提 热的遍体生津，满头大汗，便故意戏弄 阿凡提 。”"
